2.76064,1.71557,3.17785,-1.93213
3.17785,-1.93213,4.6994,2.50002
4.6994,-2.49998,7.27839,1.72723
7.48533,-1.81334,7.27839,1.72723
7.48533,-1.81334,12.0347,1.77722
12.1314,-1.68377,12.0347,1.77722
12.1314,-1.68377,16.5389,1.85772
16.7904,-1.63378,16.5389,1.85772
16.7904,-1.63378,21.033,1.90708
21.0163,-1.57643,21.033,1.90708
21.0163,-1.57643,25.8237,1.82658
25.9497,-1.6815,25.8237,1.82658
25.9497,-1.6815,29.0073,1.69237
29.0486,-1.72468,29.0073,1.69237
29.0486,-1.72468,32.8532,1.53826
32.6126,-1.83116,32.8532,1.53826
35.9595,-2.01787,32.8532,1.53826
35.9595,-2.01787,36.0533,1.41332
35.9595,-2.01787,39.6396,1.34184
39.9095,-3.03784,39.6396,1.34184
39.9095,-3.03784,41.8408,0.47158
39.9095,-3.03784,43.7952,-0.813618
42.2002,-5.72106,43.7952,-0.813618
42.2002,-5.72106,45.3131,-2.6199
42.2002,-5.72106,46.1573,-4.61334
42.2002,-5.72106,46.425,-7.09078
42.647,-7.4473,46.5361,-9.59535
42.6262,-9.83531,46.5361,-9.59535
42.5287,-11.4605,46.3818,-14.397
42.1651,-13.4758,46.3818,-14.397
42.1651,-13.4758,45.0988,-16.5086
41.4622,-15.1719,43.6703,-19.0846
40.5392,-16.8702,41.3796,-21.7356
38.5253,-18.9899,41.3796,-21.7356
38.5253,-18.9899,37.8988,-24.0741
36.2117,-20.4625,37.8988,-24.0741
36.2117,-20.4625,34.629,-25.5297
32.7668,-21.9663,34.629,-25.5297
32.7668,-21.9663,31.2471,-26.4004
28.4821,-23.4754,31.2471,-26.4004
28.4821,-23.4754,27.4447,-27.5885
25.4524,-24.1658,27.4447,-27.5885
25.4524,-24.1658,24.4964,-28.2657
22.9731,-24.4901,24.4964,-28.2657
22.9731,-24.4901,22.0099,-28.9952
22.9731,-24.4901,18.0097,-27.9962
18.802,-23.4635,18.0097,-27.9962
18.802,-23.4635,14.9817,-25.1516
16.1817,-21.4491,14.9817,-25.1516
16.1817,-21.4491,13.4726,-23.7005
13.5709,-18.8643,13.4726,-23.7005
13.5709,-18.8643,11.3598,-21.9358
13.5709,-18.8643,9.29236,-20.3892
11.8961,-17.3623,9.29236,-20.3892
10.3096,-16.0979,9.29236,-20.3892
10.3096,-16.0979,7.4904,-18.9191
6.80451,-13.8659,7.4904,-18.9191
6.80451,-13.8659,4.78245,-17.4987
4.33319,-13.5124,4.78245,-17.4987
4.33319,-13.5124,1.29402,-17.3353
1.12793,-13.7161,1.29402,-17.3353
-2.74871,-14.1698,1.29402,-17.3353
-2.74871,-14.1698,-1.62704,-18.2795
-4.80875,-15.6815,-1.62704,-18.2795
-7.14535,-19.0899,-1.62704,-18.2795
-7.14535,-19.0899,-3.17116,-21.7338
-8.17509,-23.2232,-3.17116,-21.7338
-8.17509,-23.2232,-3.26323,-27.4335
-7.89722,-27.2457,-3.26323,-27.4335
-6.997,-31.0517,-3.26323,-27.4335
-6.997,-31.0517,-2.76445,-30.0881
-6.997,-31.0517,-3.40528,-34.0879
-8.40791,-34.9283,-3.40528,-34.0879
-8.40791,-34.9283,-5.15657,-37.1543
-10.3293,-39.3179,-5.15657,-37.1543
-10.3293,-39.3179,-6.53561,-40.3979
-9.2001,-43.8224,-6.53561,-40.3979
-9.2001,-43.8224,-5.84906,-42.8682
-6.90382,-47.6376,-5.84906,-42.8682
-6.90382,-47.6376,-4.36167,-44.9549
-6.90382,-47.6376,-2.15653,-47.4826
-4.58882,-50.5542,-2.15653,-47.4826
-2.33535,-51.8953,-2.15653,-47.4826
-2.33535,-51.8953,0.164606,-48.7693
-0.148236,-52.8964,0.164606,-48.7693
2.05884,-53.2773,0.164606,-48.7693
2.05884,-53.2773,4.10539,-48.8839
4.1751,-53.3695,4.10539,-48.8839
8.7694,-53.0609,4.10539,-48.8839
8.7694,-53.0609,8.07133,-47.9197
8.7694,-53.0609,11.9764,-47.6579
13.0143,-52.1671,11.9764,-47.6579
13.0143,-52.1671,14.9757,-47.9372
16.4639,-52.5536,14.9757,-47.9372
16.4639,-52.5536,17.6243,-48.6771
16.4639,-52.5536,19.5874,-49.7767
19.6075,-54.8811,19.5874,-49.7767
19.6075,-54.8811,22.6239,-52.1843
21.4231,-57.2894,22.6239,-52.1843
21.4231,-57.2894,25.3584,-55.3911
23.4191,-60.0004,25.3584,-55.3911
23.4191,-60.0004,27.5448,-58.7272
25.2822,-63.3929,27.5448,-58.7272
25.2822,-63.3929,29.1833,-62.0326
26.2246,-65.9765,29.1833,-62.0326
26.2246,-65.9765,30.121,-65.721
26.1684,-68.3554,30.121,-65.721
26.1684,-68.3554,30.2057,-69.0214
26.1684,-68.3554,29.3049,-72.0729
24.7313,-69.916,29.3049,-72.0729
24.7313,-69.916,27.0118,-73.9621
24.7313,-69.916,23.7872,-74.3962
21.1433,-70.2605,23.7872,-74.3962
21.1433,-70.2605,20.0055,-74.2512
16.9141,-69.4667,20.0055,-74.2512
16.9141,-69.4667,15.7228,-73.0321
12.5715,-68.4231,15.7228,-73.0321
12.5715,-68.4231,11.5461,-71.9886
8.63479,-67.5281,11.5461,-71.9886
8.63479,-67.5281,7.57567,-71.0182
5.15038,-66.6408,7.57567,-71.0182
5.15038,-66.6408,4.0144,-70.1521
1.31208,-65.524,4.0144,-70.1521
1.31208,-65.524,-0.0457833,-69.1084
1.31208,-65.524,-3.42166,-67.2372
-0.891533,-64.0062,-3.42166,-67.2372
-0.891533,-64.0062,-5.47026,-65.1187
-3.1733,-61.7653,-5.47026,-65.1187
-3.1733,-61.7653,-7.22639,-62.6034
-4.8708,-59.9284,-7.22639,-62.6034
-4.8708,-59.9284,-9.3421,-60.3222
-7.32408,-57.3861,-9.3421,-60.3222
-7.32408,-57.3861,-11.5264,-58.3202
-9.30631,-55.3723,-11.5264,-58.3202
-9.30631,-55.3723,-14.3971,-54.9428
-11.9095,-52.5939,-14.3971,-54.9428
-13.9736,-50.4135,-14.3971,-54.9428
-13.9736,-50.4135,-16.5011,-52.5702
-15.8389,-48.3008,-16.5011,-52.5702
-15.8389,-48.3008,-18.5624,-50.1489
-17.4052,-46.3496,-18.5624,-50.1489
-17.4052,-46.3496,-21.7962,-46.6315
-18.9478,-44.4816,-21.7962,-46.6315
-20.8543,-41.1318,-21.7962,-46.6315
-20.8543,-41.1318,-24.7113,-43.4865
-21.7689,-39.5639,-25.7359,-40.4098
-22.105,-36.9915,-25.7359,-40.4098
-22.105,-36.9915,-26.0344,-36.9819
-22.366,-33.3861,-26.0344,-36.9819
-22.366,-33.3861,-25.9197,-32.6311
-22.2782,-29.8161,-25.9197,-32.6311
-22.2782,-29.8161,-25.7157,-28.6559
-21.674,-25.683,-25.7157,-28.6559
-21.674,-25.683,-24.9922,-24.6879
-20.8314,-21.8097,-24.9922,-24.6879
-20.8314,-21.8097,-24.2843,-20.8746
-20.8314,-21.8097,-23.2984,-17.2146
-19.727,-18.0769,-23.2984,-17.2146
-19.727,-18.0769,-22.1264,-13.653
-18.7943,-14.3785,-22.1264,-13.653
-17.4857,-10.8537,-22.1264,-13.653
-17.4857,-10.8537,-20.7849,-9.29069
-17.4857,-10.8537,-18.4607,-6.42177
-15.5577,-8.87769,-18.4607,-6.42177
-13.9388,-7.28626,-18.4607,-6.42177
-13.9388,-7.28626,-15.6009,-3.6951
-11.8293,-5.82784,-15.6009,-3.6951
-11.8293,-5.82784,-13.5737,-2.17333
-9.60109,-4.79187,-13.5737,-2.17333
-9.60109,-4.79187,-11.5143,-0.899301
-6.35643,-3.63229,-11.5143,-0.899301
-6.35643,-3.63229,-7.04365,0.43565
-3.79527,-2.90813,-7.04365,0.43565
-3.79527,-2.90813,-4.10977,1.10625
-1.20461,-2.43635,-4.10977,1.10625
-1.20461,-2.43635,-1.76723,1.46808
-1.20469,-2.4371,2.76064,1.71557
